#
#  gcf_000012905cyc 28.1 Reactions link table generated on Tue Jul 23, 2024
#
GLYCERATE-DEHYDROGENASE-RXN	EC-1.1.1.29
RXN-7913	EC-2.7.4.25	EC-2.7.4.14	EC-2.7.4.13
RXN-14282	EC-3.2.1.20
DIMESULFREDUCT-RXN	EC-1.8.5.3
RXN-9787	EC-2.8.1.7
RXN-19774	EC-2.3.1.269
RXN-10949	EC-3.1.3.25
5.4.1.2-RXN	EC-5.4.99.61
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN	EC-2.1.1.222
RXN0-268	EC-2.8.3
RXN18C3-61	EC-3.1.1.1
RXN-10	EC-6.3.4.5
DIHYDROPYRIMIDINASE-RXN	EC-3.5.2.2
PROPIONYL-COA-CARBOXY-RXN	EC-6.4.1.3
VALINE--TRNA-LIGASE-RXN	EC-6.1.1.9
RXNN-386	EC-5.99.1.4
TRYPTOPHAN--TRNA-LIGASE-RXN	EC-6.1.1.2
GLUTAMATE-DEHYDROGENASE-RXN	EC-1.4.1.2
TRANS-RXN-323	
CYTIDEAM-RXN	EC-3.5.4.5
RXNN-404	EC-3.5.1.4
ALARACECAT-RXN	EC-5.1.1.1
ABC-20-RXN	EC-7.2.2
PENICILLIN-AMIDASE-RXN	EC-3.5.1.11
RXN0-6478	EC-3.1.26.12
RXN-20065	
AMINOCYL-TRNA-HYDROLASE-RXN	EC-3.1.1.29
RXN-12104	EC-1.17.99.6
GCVP-RXN	EC-1.4.4.2
TRANS-RXN-324	EC-7.6.2.9
RXN-11178	
TRANS-RXN-283	
R17-RXN	EC-1.8.5.4
RXN-15511	
RXN-17775	EC-1.3.8.8
RXN-14274	EC-2.3.1.16
THIAZOLSYN3-RXN	EC-2.7.1.50
RXN-17824	EC-2.1.1.63
RXN-2364	EC-2.3.3.15
RXN-11347	EC-2.7.8.13
RXN-15624	
H2NEOPTERINALDOL-RXN	EC-4.1.2.25
3.2.2.21-RXN	EC-3.2.2.21
METHANE-MONOOXYGENASE-RXN	EC-1.14.13.25
RXN-19326	EC-3.1.3.73
RXN-20080	
IMPCYCLOHYDROLASE-RXN	EC-3.5.4.10
RXN-2961	EC-4.4.1.22
GLUTAMATESYN-RXN	EC-1.4.1.13
PEPCARBOXYKIN-RXN	EC-4.1.1.49
PSERTRANSAMPYR-RXN	EC-2.6.1.52
S-ADENMETSYN-RXN	EC-2.5.1.6
ACETYLGLUTKIN-RXN	EC-2.7.2.8
4.1.1.68-RXN	EC-4.1.1.68
RXN-13158	EC-1.1.1.85
TREHALOSE6PSYN-RXN	EC-2.4.1.15
ABC-11-RXN	EC-7.2.2.16
ASNSYNA-RXN	EC-6.3.1.1
2.1.1.133-RXN	EC-2.1.1.133
RXN-10953	EC-3.1.3.25
1.12.5.1-RXN	EC-1.12.5.1
RXN0-6510	EC-5.3.3.18
RXN-17393	EC-4.2.2
URITRANS-RXN	EC-2.7.7.59
ISOPROPANOL-DEHYDROGENASE-NADP+-RXN	EC-1.1.1.80
RXNARA-8002	
RXN-14382	
N-ACETYLTRANSFER-RXN	EC-2.3.1.1
RXN-13908	EC-4.2.1.96
RXN-10674	EC-2.7.8.7
3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN	EC-4.2.1.55
METHYLENETHFDEHYDROG-NADP-RXN	EC-1.5.1.5
RXN-15682	EC-3.4.13.19
PYRNUTRANSHYDROGEN-RXN	EC-1.6.1.2	EC-1.6.1.1	EC-1.6.1.3
TRANS-RXN0-237	
CROBETREDUCT-RXN	EC-1.3.8.13
ACSERLY-RXN	EC-2.5.1.47
TIGLYLCOA-HYDROXY-RXN	EC-4.2.1.17
RXN-14192	EC-2.7.1.40
HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN	EC-4.1.3.4
HOMSUCTRAN-RXN	EC-2.3.1.46
RXN-8505	EC-1.14.14.9
LUMAZINESYN-RXN	EC-2.5.1.78
ADENPHOSPHOR-RXN	EC-2.4.2.1
PRPPAMIDOTRANS-RXN	EC-2.4.2.14
LIPIDADISACCHARIDESYNTH-RXN	EC-2.4.1.182
2.1.1.131-RXN	EC-2.1.1.131
RXN-19341	
RXN-9951	
RXN-15631	
TRANS-RXN1ZK9-11	
RXN-17485	EC-1.3.7.7
RXN0-6274	EC-2.5.1.75
RXN-16624	EC-1.3.1.9
2KETO-3METHYLVALERATE-RXN	EC-1.2.1.25
3.4.21.53-RXN	EC-3.4.21.53
MANNPGUANYLTRANGDP-RXN	EC-2.7.7.22
RXN-12197	EC-3.6.1.6
OHACYL-COA-DEHYDROG-RXN	EC-1.1.1.35
RXN-17472	
3.2.1.73-RXN	EC-3.2.1.73
RXN-17126	EC-1.3.1
RXN-10381	EC-4.2.1.80
CHOLINE-SULFATASE-RXN	EC-3.1.6.6
1.8.4.12-RXN	EC-1.8.4.12
RXN-10670	EC-1.14.15.9
N-FORMYLGLUTAMATE-DEFORMYLASE-RXN	EC-3.5.1.68
RXN-9237	EC-2.1.1.64
GLUCONATE-5-DEHYDROGENASE-RXN	EC-1.1.1.69
RXN-12864	
4OHBENZOATE-OCTAPRENYLTRANSFER-RXN	EC-2.5.1.39
TYROSINE--TRNA-LIGASE-RXN	EC-6.1.1.1
RXN-9952	EC-1.1.1.44
R344-RXN	
DIMETHYLPROPIOTHETIN-DETHIOMETHYLASE-RXN	EC-4.4.1.3
RXN-7563	EC-1.4.99.6
RXN-12567	EC-4.2.1.17
GLUTAMIDOTRANS-RXN	EC-4.3.2.10
RXN-12613	EC-3.5.99.2
RXN-12862	
RXN-11650	
RXN-9559	
PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN	EC-2.7.9.1
COBINPGUANYLYLTRANS-RXN	EC-2.7.7.62
RXN-9191	EC-2.1.1.163
1.13.11.15-RXN	EC-1.13.11.15
MYO-INOSITOL-2-DEHYDROGENASE-RXN	EC-1.1.1.18
RXN-11588	EC-2.1.1.185
SHIKIMATE-5-DEHYDROGENASE-RXN	EC-1.1.1.25
SERINE-GLYOXYLATE-AMINOTRANSFERASE-RXN	EC-2.6.1.45
RXN0-901	EC-1.17.1.4
RXN-8243	
RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN	EC-2.1.1.11
2OXOGLUTDECARB-RXN	EC-1.2.4.2
HOMOSERDEHYDROG-RXN	EC-1.1.1.3
OROPRIBTRANS-RXN	EC-2.4.2.10
GLUTARYL-COA-DEHYDROGENASE-RXN	EC-1.3.8.6
RXN-10994	EC-2.7.8.7
SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	EC-1.3.5.1
RXN0-5258-Yeast	EC-1.1.5.3
3.4.11.5-RXN	EC-3.4.11.5
RXN-11839	EC-5.4.99.25
RXN-17882	
GLUTAMATE-SYNTHASE-FERREDOXIN-RXN	EC-1.4.7.1
TYROSINE-AMINOTRANSFERASE-RXN	EC-2.6.1.27	EC-2.6.1.5	EC-2.6.1.57
RXN-745	
RXN-14517	EC-2.1.1.228
RXN-8344	EC-2.7.7.75
NITRATE-REDUCTASE-CYTOCHROME-RXN	EC-1.9.6.1
RXN-11468	EC-2.3.1.74
RXN-17566	EC-6.4.1.6
4.1.3.17-RXN	EC-4.1.3.17
RXN-9635	EC-1.3.1.9
2.7.13.3-RXN	EC-2.7.13.3
RXN-17943	EC-4.2.1
PRPPSYN-RXN	EC-2.7.6.1
3.4.17.19-RXN	EC-3.4.17.19
NQOR-RXN	EC-1.6.5.2
RXN-9850	EC-2.3.1.176
RXN1-42	EC-2.3.1
RXN-14267	EC-3.5.1.28
ADENOSYLHOMOCYSTEINASE-RXN	EC-3.3.1.1
6PGLUCONOLACT-RXN	EC-3.1.1.31
RXN-20456	
NADH-DEHYDROGENASE-RXN	EC-1.6.99.3
RXN-19324	EC-3.1.3.73
RXN-12458	EC-2.1.1.228
L-ASPARTATE-OXID-RXN	EC-1.4.3.16
RXN0-3281	EC-1.17.98
COBINAMIDEKIN-RXN	EC-2.7.1.156
RXN-13680	EC-3.5.1.15
D-RIBULOKIN-RXN	EC-2.7.1.47
DCDPKIN-RXN	EC-2.7.4.6
RXN-17890	EC-2.3.2.8
2.3.1.168-RXN	EC-2.3.1.168
LEUCYLTRANSFERASE-RXN	EC-2.3.2.6
GLURS-RXN	EC-6.1.1.17
RXN-9087	EC-1.3.1.84
THIAMIN-PYROPHOSPHOKINASE-RXN	EC-2.7.6.2
RXN-7904	EC-6.2.1.3
RXN-14883	
THREDEHYD-RXN	EC-4.3.1.19
RXN-15139	
RXN-11820	EC-1.11.2.4
UDPACYLGLCNACDEACETYL-RXN	EC-3.5.1.108
RXN-9556	EC-1.1.1.100
RXN0-6427	EC-3.1.7.2
RXN-7101	
RXN-9922	
S-2-HYDROXY-ACID-OXIDASE-RXN	EC-1.1.3.15
2-OCTAPRENYLPHENOL-HYDROX-RXN	EC-1.14.13.240
PTAALT-RXN	EC-2.3.1.222
4.2.99.18-RXN	EC-4.2.99.18
GLYCOPHOSPHORYL-RXN	EC-2.4.1.1
RXN-7793	EC-2.4.1.80
SUCCDIAMINOPIMDESUCC-RXN	EC-3.5.1.18
RXN-19954	
GLUCOSE-1-PHOSPHAT-RXN	EC-3.1.3.10
RXN-19343	
RXN-16393	EC-6.2.1.3
DNA-LIGASE-NAD+-RXN	EC-6.5.1.6	EC-6.5.1.2
6.4.1.6-RXN	EC-6.4.1.6
PYRROLINECARBDEHYDROG-RXN	
GUANINE-DEAMINASE-RXN	EC-3.5.4.3
TRANS-RXN1ZK9-10	
ABC-37-RXN	EC-7.4.2.1
DEOXYRIBOSE-P-ALD-RXN	EC-4.1.2.4
ACETATE--COA-LIGASE-RXN	EC-6.2.1.1
RXN-14452	
R343-RXN	
RXN-7716	EC-1.8.1.4
SUCCGLUDESUCC-RXN	EC-3.5.1.96
3.6.3.35-RXN	EC-7.2.2.5
RIBOFLAVINSYNREDUC-RXN	EC-1.1.1.193
MANNITOL-2-DEHYDROGENASE-RXN	EC-1.1.1.67
3PGAREARR-RXN	EC-5.4.2.12
RXN-15121	
RXN0-5190	EC-4.2.2
SERINE--GLYOXYLATE-AMINOTRANSFERASE-RXN	EC-2.6.1.45
3.4.24.11-RXN	EC-3.4.24.11
TRANS-RXN0-511	
RXN-20764	EC-4.2.1.80
RXN-5041	EC-1.17.1
RXN-16998	
RXN-8527	EC-1.2.1.85
RXN-13684	EC-3.5.1.14	EC-3.5.1.114
QUINOLINATE-SYNTHA-RXN	EC-2.5.1.72
ACETATEKIN-RXN	EC-2.7.2.15	EC-2.7.2.1
1.2.1.25-RXN	EC-1.2.1.25
RXN-8767	EC-2.1.1.289
R501-RXN	EC-1.14.13.ex
RXN-10079	EC-1.14.13.1
RXN-9190	EC-2.5.1.74
RXN-17877	EC-3.4.11.18
RXN-19253	EC-3.4.16.4
RXN-13179	EC-1.1.1.262
RXN-16623	EC-4.2.1.59
PSERPHOSPHA-RXN	EC-3.1.3.3
ALDEHYDE-DEHYDROGENASE-NADP+-RXN	EC-1.2.1.4
RXN-14354	EC-2.4.1.25
RXN-9514	EC-1.1.1.100
QOR-RXN	EC-1.6.5.5
RXN-17133	EC-3.9.1.3
RXN-15829	EC-7.1.1.8
RXN-15849	
RXN0-5234	EC-4.1.2
RXN0-7342	
TAGAKIN-RXN	EC-2.7.1.144
RXN-16614	EC-5.3.3.14
RXNI-2	EC-2.8.3.5
2.7.10.1-RXN	EC-2.7.10.1	EC-2.7.10.2	EC-2.7.12.1
L-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN	EC-1.1.2.3
RXN0-6259	EC-1.3.5.3
RXN0-5131	EC-2.7.7
HISTOLDEHYD-RXN	
6.3.4.9-RXN	EC-6.3.4.9
RXN-9023	EC-2.4.1.25
RXN-16621	EC-2.3.1.179	EC-2.3.1.41
2.7.7.13-RXN	EC-2.7.7.13
METHYLACYLYLCOA-HYDROXY-RXN	EC-4.2.1.17
PYRUVDEH-RXN	EC-1.2.1
SUCCINATE-DEHYDROGENASE-UBIQUINONE6-RXN	EC-1.3.5.1
RXN-8668	EC-1.8.4.11
RXN-20190	EC-1.18.6.1
ADENODEAMIN-RXN	EC-3.5.4.4
TRANS-RXN-141A	
RXN-19366	
MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN	EC-5.5.1.4
RXN-16625	EC-2.3.1.179	EC-2.3.1.41
RXN-12735	EC-4.1.3.43
INOSINE-NUCLEOSIDASE-RXN	EC-3.2.2.2
5.3.4.1-RXN	EC-5.3.4.1
SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	EC-1.2.1.24
MANNPISOM-RXN	EC-5.3.1.8
RXN66-546	EC-1.5.1.2
RXN-11351	EC-3.4.16.4
RXN-15629	
D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN	EC-1.1.2.4
RXN-15816	EC-7.1.1.8
2.1.1.17-RXN	EC-2.1.1.17
R223-RXN	EC-6.2.1.3
RXN-20482	EC-2.3.1.39
RXN-14393	EC-1.1.1.35	EC-1.1.1.211
3.1.26.5-RXN	EC-3.1.26.5
RXN-9892	EC-5.5.1.7
SUCCSEMIALDDEHYDROG-RXN	EC-1.2.1.79
PNPOXI-RXN	EC-1.4.3.5
RXN-13824	
DTDPKIN-RXN	EC-2.7.4.6
RXN-20459	
FOLYLPOLYGLUTAMATESYNTH-RXN	EC-6.3.2.17
3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN	EC-4.1.1.98
RXN-17131	EC-3.9.1.3
3.5.1.88-RXN	EC-3.5.1.88
R346-RXN	EC-3.5.1.90
1.5.1.7-RXN	EC-1.5.1.7
RXN-20406	EC-6.3.2.2
RXN-13202	EC-6.3.4.16
HEMEOSYN-RXN	EC-2.5.1.141
RXN-11842	EC-5.4.99.28
RXN-3523	
ALANINE--TRNA-LIGASE-RXN	EC-6.1.1.7
RXN66-548	
RXN-12702	EC-6.2.1.42
SHIKIMATE-KINASE-RXN	EC-2.7.1.71
3.5.2.17-RXN	EC-3.5.2.17
RXN-15630	
GMP-SYN-NH3-RXN	
DIHYDRODIPICSYN-RXN	EC-4.3.3.7
RXN1ZK9-9	
RXN-8764	EC-2.1.1.195
RXN-8315	
CYTOCHROME-C-OXIDASE-RXN	EC-7.1.1.9
RXN-16659	EC-3.4.16.4
3.1.27.5-RXN	EC-4.6.1.19
CARBPSYN-RXN	EC-6.3.5.5
RXN-21019	
ISPH2-RXN	EC-1.17.7.4
OHMETPYRKIN-RXN	EC-2.7.1.49
RXN0-5062	EC-6.5.1
MALIC-NADP-RXN	EC-1.1.1.40
D-PPENTOMUT-RXN	EC-5.4.2.7
ALDOSE1EPIM-RXN	EC-5.1.3.3
2.7.1.148-RXN	EC-2.7.1.148
RXN-17848	EC-2.3.2.6
3.6.3.16-RXN	EC-7.3.2.7
RXN-12726	EC-2.5.1.47
ADENPRIBOSYLTRAN-RXN	EC-2.4.2.7
GSAAMINOTRANS-RXN	EC-5.4.3.8
RXN-9929	EC-1.3.98.1
RXN-14391	EC-3.6.4
4.1.2.29-RXN	EC-4.1.2.29
HISTIDPHOS-RXN	EC-3.1.3.15
3.5.2.12-RXN	EC-3.5.2.12
ABC-32-RXN	EC-7.6.2.15
RXN-17880	
RXN0-6523	EC-3.1.26.12
F16ALDOLASE-RXN	EC-4.1.2.13
MERCAPYSTRANS-RXN	EC-2.8.1.2
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN	EC-2.3.1.51
UROGENIIISYN-RXN	EC-4.2.1.75
CHEBDEAMID-RXN	EC-3.5.1.44
RXN-11841	EC-5.4.99.27
RXN-12612	EC-3.5.1
RXN-14394	EC-2.3.1.16
3-DEHYDROQUINATE-SYNTHASE-RXN	EC-4.2.3.4
RXN-7660	
4.99.1.3-RXN	EC-4.99.1.3
RXN0-6721	
RXN-17099	EC-3.5.1.11
RXN-9869	
UDP-NACMURALGLDAPLIG-RXN	EC-6.3.2.13
UNDECAPRENYL-DIPHOSPHATASE-RXN	EC-3.6.1.27
RXN-15627	
NICOTINATEPRIBOSYLTRANS-RXN	EC-6.3.4.21
1.1.1.274-RXN	EC-1.1.1.274
IMP-DEHYDROG-RXN	EC-1.1.1.205
RXN0-5256	EC-1.12.5.1
RXN-10954	EC-3.1.3.25
RXN-982	EC-1.20.4.1
NITRATE-REDUCTASE-NADH-RXN	EC-1.7.1.1
1.1.1.39-RXN	EC-1.1.1.38
RXN0-6945	EC-4.4.1
1.8.1.4-RXN	EC-1.8.1.4
RXN-8771	EC-1.13.11.79
RXN-13724	EC-1.3.1.96
RXN1ZK9-20	
RXN-12243	
RXN-16456	EC-2.7.7.77
RXN-7800	
RXN-1404	EC-3.5.5.1
RXN-14903	EC-1.5.5.2
DIHYDROXYMETVALDEHYDRAT-RXN	EC-4.2.1.9
RXN1ZK9-11	
RXN-17777	EC-1.1.1.35
2.1.1.132-RXN	EC-2.1.1.132
THYM-PHOSPH-RXN	EC-2.4.2.2	EC-2.4.2.4
RXN-15745	EC-1.1.5.3
RXN-13323	EC-2.5.1.32
RXN-11652	EC-1.14.15.9
RXN-17392	EC-4.2.2
PSERTRANSAM-RXN	EC-2.6.1.52
1.3.1.2-RXN	EC-1.3.1.2
RXN-8991	
GLUTAMATE-SYNTHASE-NADH-RXN	EC-1.4.1.14
DIHYDROXYISOVALDEHYDRAT-RXN	EC-4.2.1.9
RXN-16165	EC-6.1.1.10
OXALODECARB-RXN	EC-4.1.1.112
RXN-17900	
RXN-20787	EC-2.3.1.191
GLUTRACE-RXN	EC-5.1.1.3
GLUCOSAMINE-6-P-DEAMIN-RXN	EC-3.5.99.6
GLUC1PADENYLTRANS-RXN	EC-2.7.7.27
HIPPURATE-HYDROLASE-RXN	EC-3.5.1.32
TRANS-RXN1ZK9-15	
RXN-17887	
RXN0-7186	
RXN-12867	EC-1.8.1
TRANS-RXN1ZK9-25	
UDPKIN-RXN	EC-2.7.4.6
RXN-8781	
3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN	EC-1.1.1.31
ABC-2-RXN	EC-7.5.2.13	EC-7.5.2.12
SULFITE-REDUCT-RXN	EC-1.8.1.2
RXNMETA-12671	EC-3.3.2.12
RXN66-281	
CTPSYN-RXN	EC-6.3.4.2
RXN-9540	EC-1.1.1.100
3-OXOACYL-ACP-SYNTH-RXN	EC-2.3.1.41
RXN-10666	EC-1.14.99
RXN1K-87	EC-5.3.2
RXN-5841	EC-3.1.3.5
RXN-21031	
S-FORMYLGLUTATHIONE-HYDROLASE-RXN	EC-3.1.2.12
RXN-20490	EC-2.3.1.39
RXN-20763	EC-3.7.1.25
TRANS-RXN0-265	
UROPORIIIMETHYLTRANSA-RXN	
SALICYLATE-1-MONOOXYGENASE-RXN	EC-1.14.13.1
KDOTRANS-RXN	EC-2.4.99.12
RXN-16380	EC-6.2.1.3
RXNQT-4191	EC-3.1.3.100
RXN-12720	EC-2.7.7.4
RXN-20481	EC-2.3.1.39
TRANS-RXN0-478	
RXN-16055	EC-4.2.1.131
RXN1G-1438	EC-3.1.3.12
ARGININE--TRNA-LIGASE-RXN	EC-6.1.1.19
RXN-21024	
HISTIDINE-AMMONIA-LYASE-RXN	EC-4.3.1.3
THREONINE-ALDOLASE-RXN	EC-4.1.2.48	EC-4.1.2.5
ISOCITDEH-RXN	EC-1.1.1.42
RXN-19138	EC-4.2.1.131
RXN0-6377	EC-1.7.1.4
DAHPSYN-RXN	EC-2.5.1.54
3.6.3.30-RXN	EC-7.2.2.7
3.11.1.2-RXN	EC-3.11.1.2
MANNONDEHYDRAT-RXN	EC-4.2.1.8
PYRUVATE-CARBOXYLASE-RXN	EC-6.4.1.1
RXN-13579	
HOMOSERKIN-RXN	EC-2.7.1.39
RXN-10790	EC-3.4.21.69
RXN-17758	
RXN-14480	
RXN-13616	EC-4.2.1.17
3.1.1.64-RXN	EC-3.1.1.1
3.4.15.5-RXN	EC-3.4.15.5
RXN-12583	
R222-RXN	EC-1.2.1.3
HISTIDINE--TRNA-LIGASE-RXN	EC-6.1.1.21
TRANS-RXN1ZK9-24	
RXN-20786	EC-3.6.1.54
HEMN-RXN	EC-1.3.98.3
RXN0-5293	EC-1.2.1.16
RXN-9526	EC-1.3.1.39	EC-1.3.1.10
RXN0-5055	EC-2.1.3.15
RXN-18032	
TRANS-RXN1ZK9-28	
RXN-9230	EC-2.5.1.39
3.4.21.92-RXN	EC-3.4.21.92
1.3.1.54-RXN	EC-1.3.1.54
GUANYL-KIN-RXN	EC-2.7.4.8
GLUTKIN-RXN	EC-2.7.2.11
D-SORBITOL-DEHYDROGENASE-RXN	EC-1.1.99.21
GLUTATHIONE-SYN-RXN	EC-6.3.2.3
RXN-16391	EC-5.1.99.1
RXN-10837	EC-2.3.1.183
RXN0-6372	
RXN0-742	EC-6.3.4.18
RXN1G01-41	EC-1.1.2.8
RXN-8763	EC-3.7.1.12
3.4.24.64-RXN	EC-3.4.24.64
4.1.1.81-RXN	EC-4.1.1.81
H2PTERIDINEPYROPHOSPHOKIN-RXN	EC-2.7.6.3
ACETYL-COA-CARBOXYLTRANSFER-RXN	EC-6.4.1.2
KANAMYCIN-KINASE-RXN	EC-2.7.1.95
RXN-11696	EC-1.3.1.74
RXN0-5393	EC-4.2.1.17
BETA-LYSINE-56-AMINOMUTASE-RXN	EC-5.4.3.3
PSEUDOURIDINE-KINASE-RXN	EC-2.7.1.83
RXN-9532	EC-1.1.1.100
3.7.1.9-RXN	EC-3.7.1.9
2-AMINOADIPATE-AMINOTRANSFERASE-RXN	EC-2.6.1.39
RXN0-3901	EC-6.3.1.11
DETHIOBIOTIN-SYN-RXN	EC-6.3.3.3
GDPKIN-RXN	EC-2.7.4.6
RXN-14301	
TRANS-RXN-319	
TRANSALDOL-RXN	EC-2.2.1.2
TRANS-RXN1ZK9-8	
IGPSYN-RXN	EC-4.1.1.48
RXN-13163	EC-4.2.1.33
RXN-11832	EC-2.7.4.14	EC-2.7.4.25
GSPSYN-RXN	EC-6.3.1.9	EC-6.3.1.8
NAG1P-URIDYLTRANS-RXN	EC-2.7.7.23
RXN-12870	
UDPNACETYLMURAMATEDEHYDROG-RXN	EC-1.3.1.98
ASPARAGHYD-RXN	EC-3.5.1.38	EC-3.5.1.1
RXN0-5257	
GLUTCYSLIG-RXN	EC-6.3.2.2
DEHYDDEOXGALACTKIN-RXN	EC-2.7.1.178	EC-2.7.1.58
RXN-8172	
TRANS-RXN0-162	EC-7.6.2.5
RXN-11836	EC-5.4.99.22
MALATE--COA-LIGASE-RXN	EC-6.2.1.9
UREASE-RXN	EC-3.5.1.5
RXN-9205	EC-2.1.1.163
RXN-5822	EC-3.1.3.ad
RXN-18603	
ATPSYN-RXN	EC-7.1.2.2
RXN0-7185	
RXN0-308	
RXN-17355	
SUCCGLUALDDEHYD-RXN	EC-1.2.1.71
RXN-20083	
RXN-20678	EC-4.2.1.17
GALACTURIDYLYLTRANS-RXN	EC-2.7.7.12
RXN-19249	EC-3.4.16.4
RXN-13617	EC-2.3.1.16
RXN1ZK9-21	
PPPGPPHYDRO-RXN	EC-3.6.1.40
RXN-20457	
RXN-12541	
TRANS-RXN1ZK9-5	
RXN-9634	EC-4.2.1.59
RXN-11840	EC-5.4.99.26
XANTHOSINEPHOSPHORY-RXN	EC-2.4.2.1
RXN-11346	EC-2.4.1.227
RXN0-4522	EC-7.4.2.11
RXN-9870	EC-1.13.11
2.7.9.3-RXN	EC-2.7.9.3
RXN-15740	EC-1.1.5.3
3.4.24.57-RXN	EC-3.4.24.57
2.1.1.72-RXN	EC-2.1.1.72
RXN-16992	
RXN-10721	EC-2.6.1.7
METHYLCROTONYL-COA-CARBOXYLASE-RXN	EC-6.4.1.4
3.1.13.5-RXN	EC-3.1.13.5
RXN-17886	
ISOLEUCINE--TRNA-LIGASE-RXN	EC-6.1.1.5
RXN-8783	EC-3.1.1.17
RXN-9560	
2.4.1.129-RXN	EC-2.4.1.129
RXN0-2382	EC-4.2.1.122
GLUTAMATE-DEHYDROGENASE-NADP+-RXN	EC-1.4.1.3
ADPREDUCT-RXN	EC-1.17.4.1
RXN-17889	EC-2.3.2.8
RXN-7682	EC-1.17.1.4
GLYCOGENSYN-RXN	EC-2.4.1.21
RXN-12872	
ARGDECARBOX-RXN	EC-4.1.1.19
DNA-DIRECTED-DNA-POLYMERASE-RXN	EC-2.7.7.7
RXN-12252	EC-3.1.1.1
THIAMINASE-RXN	EC-3.5.99.2
RXN-16626	EC-1.1.1.100
SUPEROX-DISMUT-RXN	EC-1.15.1.1
RXN-14026	EC-3.1.3.91	EC-3.1.3.5
RXN-8770	EC-3.1.3.73
RXN-17888	EC-2.3.2.8
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	EC-4.1.1.39
RXN-9548	EC-3.1.2.14
GALACTONDEHYDRAT-RXN	EC-4.2.1.140	EC-4.2.1.6
RXN1ZK9-19	
RXN0-2301	EC-1.3.8.4
RXN-5901	EC-1.1.1.36
RIBULP3EPIM-RXN	EC-5.1.3.1
ALKANE-1-MONOOXYGENASE-RXN	EC-1.14.15.3
RXN-19344	
GLYCOLATEDEHYDRO-RXN	EC-1.1.99.14
RXN-14712	EC-2.4.1.129
RXN-19319	EC-3.1.3.73
RXN-18602	EC-2.5.1.48
RXN0-6373	EC-1.1.5.2
GUANPRIBOSYLTRAN-RXN	EC-2.4.2.8
SARCOX-RXN	EC-1.5.3.1
NACGLCTRANS-RXN	EC-2.4.1.227
ADENYL-KIN-RXN	EC-2.7.4.3
RXN-15626	
SUCCINYLDIAMINOPIMTRANS-RXN	EC-2.6.1.17
RXN-9914	EC-1.14.13.1
