RSP_1278-MONOMER	RSP_1278	Q3IYC6	phosphoglycolate phosphatase	
RSP_1586-MONOMER	RSP_1586	Q3J655	Chemotaxis protein, CheW3	
RSP_0955-MONOMER	RSP_0955	Q3IZ96	5'-nucleotidase	
RSP_7541-MONOMER	RSP_7541	U5NMC4	hypothetical protein	
RSP_0297-MONOMER	RSP_0297	Q3J163	ABC transporter ATP-binding protein	
RSP_0342-MONOMER	RSP_0342	Q3J117	nucleoside ABC transporter membrane protein	
RSP_2034-MONOMER	RSP_2034	Q3J4V0	putative CAAX amino terminal protease family	
RSP_1110-MONOMER	RSP_1110	Q3IYT9	hypothetical protein	
RSP_7500-MONOMER	RSP_7500	U5NRC5	hypothetical protein	
RSP_0982-MONOMER	RSP_0982	Q3IZ69	zinc metallopeptidase-like protein	
RSP_6054-MONOMER	RSP_6054	Q3J3K1	hypothetical protein	
RSP_1749-MONOMER	RSP_1749	Q3J5N8	L-aspartate ABC transporter membrane protein;L-glutamine ABC transporter membrane protein;L-glutamate ABC transporter membrane protein;L-asparagine ABC transporter membrane protein	
RSP_3229-MONOMER	RSP_3229	Q3IX91	Membrane-bound lytic murein transglycosylase B	
RSP_2317-MONOMER	RSP_2317	Q3J413	Iron-containing alcohol dehydrogenase	
RSP_1546-MONOMER	RSP_1546	Q3J696	Bacterioferritin	
RSP_1717-MONOMER	RSP_1717	Q3J5S1	LSU ribosomal protein L4P	
RSP_1920-MONOMER	RSP_1920	Q3J564	Pyridoxal kinase	
RSP_6166-MONOMER	RSP_6166	Q3IXG1	putative permease	
RSP_1700-MONOMER	RSP_1700	Q3J5T1	LSU ribosomal protein L12P	
RSP_3366-MONOMER	RSP_3366	Q3IWW5	D-isomer specific 2-hydroxyacid dehydrogenase	
RSP_0537-MONOMER	RSP_0537	Q3J0H5	nitrogenase molybdenum-iron protein beta chain, nifN	
RSP_3049-MONOMER	RSP_3049	Q3IXR9	Molybdenum cofactor biosynthesis protein	
RSP_1235-MONOMER	RSP_1235	Q3IYG8	Dephospho-CoA kinase	
RSP_6066-MONOMER	RSP_6066	Q3J2U0	hypothetical protein	
RSP_7645-MONOMER	RSP_7645	U5NRI4	hypothetical protein	
RSP_3835-MONOMER	RSP_3835	Q3IXW5	Integral membrane protein CcmA involved in cell shape determination	
RSP_1968-MONOMER	RSP_1968	Q3J518	putative integrase/recombinase	
RSP_1264-MONOMER	RSP_1264	Q3IYE1	K+-transporting ATPase, KdpF subunit	
RSP_0392-MONOMER	RSP_0392	Q3J0W8	putative lactoylglutathione lyase	
RSP_3029-MONOMER	RSP_3029	Q3IXU0	transcriptional regulator, GntR family	
RSP_3161-MONOMER	RSP_3161	Q3IXF7	hypothetical protein	
RSP_1433-MONOMER	RSP_1433	Q3J6L0	dimethylsulfoniopropionate lyase DddL	
RSP_3273-MONOMER	RSP_3273	Q3IX53	ABC multidrug/carbohydrate efflux transporter, inner membrane subunit	
RSP_0228-MONOMER	RSP_0228	Q3J1D4	putative hemin transport protein	
RSP_0104-MONOMER	RSP_0104	Q3J1Q5	Respiratory-chain NADH dehydrogenase, 51 kDa subunit	
RSP_3836-MONOMER	RSP_3836	Q3IXW3	Putative metal-dependent hydrolase	
RSP_0200-MONOMER	RSP_0200	Q3J1G4	ABC transporter, periplasmic binding protein	
RSP_1925-MONOMER	RSP_1925	Q3J559	transcriptional regulator, GntR family	
RSP_6132-MONOMER	RSP_6132	Q3IZR3	putative coenzyme PQQ synthesis protein A	
RSP_0327-MONOMER	RSP_0327	Q3J131	Crp-Fnr regulatory protein (NnrR)	
RSP_2803-MONOMER	RSP_2803	Q3J2H3	multidrug/cation efflux pump, RND superfamily	
RSP_2107-MONOMER	RSP_2107	Q3J4M2	UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	
RSP_0189-MONOMER	RSP_0189	Q3J1H4	NADPH-dependent glutamate synthase beta chain-related oxidoreductase	
RSP_1853-MONOMER	RSP_1853	Q3J5D2	potassium uptake transporter, transmembrane component, TrkH	
RSP_6242-MONOMER	RSP_6242	Q3J2R1	hypothetical protein	
RSP_3386-MONOMER	RSP_3386	Q3IWU4	TRAP-T family transporter, periplasmic binding protein	
RSP_0292-MONOMER	RSP_0292	Q3J169	hypothetical protein	
RSP_0033-MONOMER	RSP_0033	Q3J1Y2	hypothetical protein	
RSP_0203-MONOMER	RSP_0203	Q3J1G0	signal transduction kinase protein	
RSP_1480-MONOMER	RSP_1480	Q3J6G2	ABC oligopeptide transporter, inner membrane subunit OppB	
RSP_6080-MONOMER	RSP_6080	Q3J286	hypothetical protein	
RSP_1514-MONOMER	RSP_1514	Q3J6C7	adenosylhomocysteinase	
RSP_0296-MONOMER	RSP_0296	Q3J164	Cytochrome c2	
RSP_0484-MONOMER	RSP_0484	Q3J0M8	TRAP-T family transporter, DctM (12 TMs) subunit	
RSP_2221-MONOMER	RSP_2221	Q3J4A7	adenylosuccinate lyase	
RSP_4025-MONOMER	RSP_4025	Q3IVJ4	Major facilitator superfamily, Fosmidomycin resistant protein	
RSP_0400-MONOMER	RSP_0400	Q3J0W0	TadE-like protein	
RSP_0186-MONOMER	RSP_0186	Q3J1H7	transcriptional regulator, TetR family	
RSP_1335-MONOMER	RSP_1335	Q3IY68	Flagellar hook-length control protein FliK	
RSP_4110-MONOMER	RSP_4110	Q3IV55	glycosyl transferase	
RSP_1167-MONOMER	RSP_1167	Q3IYN3	glutamate N-acetyltransferase	
RSP_2145-MONOMER	RSP_2145	Q3J4I6	Tellurite resistance protein	
RSP_7598-MONOMER	RSP_7598	U5NRM4	hypothetical protein	
RSP_2620-MONOMER	RSP_2620	Q3J357	Protein of unknown function (DUF1153)	
RSP_4171-MONOMER	RSP_4171	Q3IV03	hypothetical protein	
RSP_1060-MONOMER	RSP_1060	Q3IYZ0	Ribonuclease P protein component	
RSP_4231-MONOMER	RSP_4231	Q3IUV9	TraU	
CPLX1ZK9-26			Pyridine nucleotide transhydrogenase	
RSP_2439-MONOMER	RSP_2439	Q3J3N4	putative chemotaxis protein, CheD	
RSP_2991-MONOMER	RSP_2991	Q3J232	hypothetical protein	
RSP_2809-MONOMER	RSP_2809	Q3J2H9	ABC transporter, inner membrane subunit	
RSP_2508-MONOMER	RSP_2508	Q3J3G5	Methylcrotonyl-CoA carboxylase beta chain	
CPLX1ZK9-27			ribulose 1,5-bisphosphate carboxylase	
RSP_3578-MONOMER	RSP_3578	Q3IWA4	putative gas vesicle synthesis protein	
RSP_2810-MONOMER	RSP_2810	Q3J2I0	ABC transporter ATP-binding protein	
RSP_3907-MONOMER	RSP_3907	Q3HKI9	hypothetical protein	
RSP_1332-MONOMER	RSP_1332	Q3IY71	H+-transporting two-sector ATPase, alpha/beta subunit	
RSP_2742-MONOMER	RSP_2742	Q3J2T6	hypothetical protein	
RSP_1793-MONOMER	RSP_1793	Q9ZAQ8	single-strand binding protein	
RSP_1561-MONOMER	RSP_1561	Q3J681	AMP-forming acyl-CoA synthetase/ligase	
RSP_3460-MONOMER	RSP_3460	Q3IWM0	amino acid ABC transporter membrane protein 2, PAAT family	
RSP_3174-MONOMER	RSP_3174	Q3IXE5	Nucleoside transporter, NCS1 family	
RSP_6049-MONOMER	RSP_6049	Q3J3U3	hypothetical protein	
RSP_0243-MONOMER	RSP_0243	Q3J1B9	putative lipoprotein	
RSP_3490-MONOMER	RSP_3490	Q3IWJ1	hypothetical protein	
RSP_6091-MONOMER	RSP_6091	Q3J1W0	hypothetical protein	
RSP_0753-MONOMER	RSP_0753	Q3IZV3	Salt-stress induced outer membrane protein	
RSP_2423-MONOMER	RSP_2423	Q3J3Q0	heat shock protein Hsp15	
RSP_1538-MONOMER	RSP_1538	Q3J6A4	putative glucose-1-phosphate cytidylyltransferase	
RSP_3233-MONOMER	RSP_3233	Q3IX87	ABC peptide transporter, inner membrane subunit	
RSP_7538-MONOMER	RSP_7538	U5NR96	hypothetical protein	
RSP_2614-MONOMER	RSP_2614	Q3J363	LSU ribosomal protein L32P	
RSP_2085-MONOMER	RSP_2085	Q3J4P4	hypothetical protein	
RSP_3087-MONOMER	RSP_3087	Q3IXN2	diacylglycerol kinase	
RSP_2723-MONOMER	RSP_2723	Q3J2V6	2-isopropylmalate synthase	
RSP_3705-MONOMER	RSP_3705	Q3IVW9	D-ribulokinase	
RSP_2532-MONOMER	RSP_2532	Q3J3E3	putative biotin protein ligase	
RSP_2313-MONOMER	RSP_2313	Q3J417	2-hydroxyacid dehydrogenase	
RSP_0123-MONOMER	RSP_0123	Q3J1N6	Autoinducer synthesis protein	
RSP_3749-MONOMER	RSP_3749	Q3IVS9	putative beta-lactamase precursor	
CPLX1ZK9-54			predicted ABC transporter of Co2+	
RSP_0036-MONOMER	RSP_0036	Q3J1X8	flagellar basal-body P-ring formation protein FlgA	
RSP_1576-MONOMER	RSP_1576	Q3J665	Thioredoxin reductase	
RSP_1513-MONOMER	RSP_1513	Q3J6C8	tryptophan synthase subunit beta	
RSP_0995-MONOMER	RSP_0995	Q3IZ56	multisubunit potassium/proton antiporter, PhaE subunit	
RSP_0637-MONOMER	RSP_0637	Q3J073	putative enzyme of the cupin superfamily	
RSP_0597-MONOMER	RSP_0597	Q3J0B3	putative molybdopterin biosynthesis protein	
RSP_7625-MONOMER	RSP_7625	U5NRP8	hypothetical protein	
RSP_3069-MONOMER	RSP_3069	Q3IXP9	NADPH-dependent FMN reductase	
RSP_3955-MONOMER	RSP_3955	Q3IVC5	Arginino succinate lyase	
RSP_1750-MONOMER	RSP_1750	Q3J5N7	L-glutamate ABC transporter ATP-binding protein;L-asparagine ABC transporter ATP-binding protein;L-glutamine ABC transporter ATP-binding protein;L-aspartate ABC transporter ATP-binding protein	
RSP_0174-MONOMER	RSP_0174	Q3J1I7	short-chain dehydrogenase	
RSP_4200-MONOMER	RSP_4200	Q3IUY4	Major facilitator superfamily (MFS) transporter	
RSP_0915-MONOMER	RSP_0915	Q3IZD7	hypothetical protein	
RSP_2898-MONOMER	RSP_2898	Q3J2C6	DNA polymerase III, chi subunit	
RSP_3642-MONOMER	RSP_3642	Q3IW30	preQ(0) biosynthesis protein QueC	
RSP_0861-MONOMER	RSP_0861	Q3IZJ1	putative transmembrane hypothetical protein	
RSP_1219-MONOMER	RSP_1219	Q3IYI4	putative chaperone protein GrpE (heat shock protein)	
RSP_0045-MONOMER	RSP_0045	Q3J1W5	Slp	
RSP_2280-MONOMER	RSP_2280	Q3J449	PAS sensor hybrid histidine kinase	
RSP_2088-MONOMER	RSP_2088	Q3J4P0	GTP-binding protein LepA	
RSP_0511-MONOMER	RSP_0511	Q3J0K1	two component transcriptional regulator, LuxR family	
CPLX1ZK9-39			NADH dehydrogenase	
RSP_0886-MONOMER	RSP_0886	Q3IZG6	aromatic amino acid aminotransferase apoenzyme	
RSP_4193-MONOMER	RSP_4193	Q3IUZ0	hypothetical protein	
RSP_2960-MONOMER	RSP_2960	Q3J263	Phosphopantetheine adenylyltransferase	
RSP_1726-MONOMER	RSP_1726	Q3J5R1	LSU ribosomal protein L24P	
RSP_2672-MONOMER	RSP_2672	Q3J308	hypothetical protein	
RSP_2813-MONOMER	RSP_2813	Q3J2I3	putative trimethylamine methyltransferase protein	
RSP_6005-MONOMER	RSP_6005	Q3J6A7	Putative short chain dehydrogenase	
RSP_1672-MONOMER	RSP_1672	Q3J5W4	pyridoxine 5'-phosphate synthase	
RSP_2521-MONOMER	RSP_2521	Q3J3F3	NADH dehydrogenase subunit G	
RSP_3693-MONOMER	RSP_3693	Q3IVY1	BtpA protein	
RSP_3137-MONOMER	RSP_3137	Q3IXI1	hypothetical protein	
RSP_3804-MONOMER	RSP_3804	Q3IVM4	hypothetical protein	
RSP_0851-MONOMER	RSP_0851	Q3IZK1	Putative transporter, AEC family	
RSP_3125-MONOMER	RSP_3125	Q3IXJ4	transcriptional regulator, ArsR family	
RSP_2054-MONOMER	RSP_2054	Q3J4T0	hypothetical protein	
RSP_0520-MONOMER	RSP_0520	Q3J0J2	NAD-dependent dehydratase/epimerase	
RSP_6025-MONOMER	RSP_6025	Q3J575	hypothetical protein	
RSP_4033-MONOMER	RSP_4033	Q3IVK2	Zinc-containing alcohol dehydrogenase	
RSP_6001-MONOMER	RSP_6001	Q3J6I4	Peptidase inhibitor I78 family	
RSP_1163-MONOMER	RSP_1163	Q3IYN7	NusA antitermination factor	
RSP_2464-MONOMER	RSP_2464	Q3J3L1	3-oxoacyl-(acyl-carrier-protein) synthase II	
RSP_2926-MONOMER	RSP_2926	Q3J297	amino acid/amide ABC transporter membrane protein 1, HAAT family	
RSP_3169-MONOMER	RSP_3169	Q3IXE9	FAA-hydrolase-family protein	
RSP_0905-MONOMER	RSP_0905	Q3IZE7	ABC Mn+2/Fe+2 transporter, ATPase subunit SitB	
RSP_3077-MONOMER	RSP_3077	Q3IXP1	deoxyribodipyrimidine photolyase-related protein	
RSP_0606-MONOMER	RSP_0606	Q3J0A4	Putative redox protein	
RSP_7362-MONOMER	RSP_7362	Q3HKM9	AsnC family transcriptional regulator	
RSP_2768-MONOMER	RSP_2768	Q3J2Q9	Pterin binding enzyme	
RSP_0068-MONOMER	RSP_0068	Q3J1U1	RNA polymerase, sigma 54 subunit, RpoN/SigL	
RSP_1680-MONOMER	RSP_1680	Q3J5V6	phosphoenolpyruvate carboxykinase	
RSP_2649-MONOMER	RSP_2649	Q3J331	Putative Zn-dependent protease	
RSP_6097-MONOMER	RSP_6097	Q3J1L7	hypothetical protein	
RSP_2669-MONOMER	RSP_2669	Q3J311	carbohydrate ABC transporter ATP-binding protein, CUT1 family	
RSP_4023-MONOMER	RSP_4023	Q3IVJ2	ATPase, ParA type	
RSP_3157-MONOMER	RSP_3157	Q3IXG0	ABC transporter, inner membrane subunit	
RSP_3021-MONOMER	RSP_3021	Q3IXU8	putative catechol 2,3-dioxygenase	
RSP_2013-MONOMER	RSP_2013	Q3J4X1	DEAD/DEAH box helicase	
RSP_7512-MONOMER	RSP_7512	U5NMM7	hypothetical protein	
RSP_3515-MONOMER	RSP_3515	Q3IWG6	ABC polyamine/opine transporter, periplasmic binding protein	
RSP_7628-MONOMER	RSP_7628	U5NN01	hypothetical protein	
RSP_3861-MONOMER	RSP_3861	Q3HKM5	sulfate/molybdate ABC transporter periplasmic ligand-binding protein	
RSP_0394-MONOMER	RSP_0394	Q3J0W6	transcriptional regulator NrdR	
RSP_1204-MONOMER	RSP_1204	Q3IYJ8	ABC multidrug efflux pump, fused ATPase and inner membrane subunits	
RSP_3281-MONOMER	RSP_3281	Q3IX46	hypothetical protein	
RSP_1156-MONOMER	RSP_1156	Q3IYP4	ABC transporter ATP-binding protein	
RSP_6104-MONOMER	RSP_6104	Q3J1D8	Calcium-binding protein	
RSP_3275-MONOMER	RSP_3275	Q3IX51	MoxR-like ATPase	
RSP_3375-MONOMER	RSP_3375	Q3IWV5	Membrane fusion protein, HlyD family	
RSP_1390-MONOMER	RSP_1390	Q3IY16	Putative transporter, DMT superfamily	
RSP_0007-MONOMER	RSP_0007	Q3J208	putative outer membrane protein	
RSP_3829-MONOMER	RSP_3829	Q3IXX1	tRNA/rRNA methyltransferase (SpoU)	
RSP_2515-MONOMER	RSP_2515	Q3J3F8	NADH dehydrogenase subunit D	
RSP_3207-MONOMER	RSP_3207	Q3IXB0	putative cobalamin biosynthesis protein CbiM	
RSP_0433-MONOMER	RSP_0433	Q3J0S4	Yip1 domain-containing protein	
RSP_1230-MONOMER	RSP_1230	Q3IYH3	tRNA modification GTPase trmE	
RSP_6205-MONOMER	RSP_6205	Q3J329	hypothetical protein	
RSP_6090-MONOMER	RSP_6090	Q3J1X3	hypothetical protein	
RSP_2978-MONOMER	RSP_2978	Q3J245	Penicillin-binding protein 1A (PBP-1a)	
RSP_3104-MONOMER	RSP_3104	Q3IXL5	Putative Glutathione-dependent formaldehyde dehydrogenase	
RSP_2026-MONOMER	RSP_2026	Q3J4V7	transcriptional regulator, AraC family	
RSP_3715-MONOMER	RSP_3715	Q3IVW0	multisubunit potassium/proton antiporter, PhaAB subunits	
RSP_3392-MONOMER	RSP_3392	Q3IWT8	ABC Fe3+-siderophores transporter, periplasmic binding protein	
RSP_3181-MONOMER	RSP_3181	Q3IXD8	putative fatty-acyl-CoA racemase; CoA-transferase family III	
CPLX1ZK9-65			predicted ABC transporter of Fe3+/a siderophore	
RSP_2121-MONOMER	RSP_2121	Q3J4K9	Protein of unknown function (DUF1638)	
RSP_4251-MONOMER	RSP_4251	Q3IUU1	Protein of unknown function (DUF2726)	
RSP_1150-MONOMER	RSP_1150	Q3IYQ0	Undecaprenyl-diphosphatase	
RSP_6128-MONOMER	RSP_6128	Q3IZW6	Aa3-type cytochrome c oxidase subunit IV	
RSP_1674-MONOMER	RSP_1674	Q3J5W2	signal peptidase I	
RSP_0512-MONOMER	RSP_0512	Q3J0K0	PAS/PAC sensor hybrid histidine kinase	
RSP_2807-MONOMER	RSP_2807	Q3J2H7	putative cytochrome b	
RSP_2007-MONOMER	RSP_2007	Q3J4X7	hypothetical protein	
RSP_6238-MONOMER	RSP_6238	Q3IXJ8	hypothetical protein	
RSP_3994-MONOMER	RSP_3994	Q3IVG5	hypothetical protein	
RSP_1583-MONOMER	RSP_1583	Q3J658	Chemotaxis response regulator, CheY3	
RSP_0035-MONOMER	RSP_0035	Q3J1Y0	hypothetical protein	
RSP_3433-MONOMER	RSP_3433	Q3IWP7	transcriptionalregulator, CopG family	
RSP_4133-MONOMER	RSP_4133	Q3IV29	two component LuxR family transcriptional regulator	
RSP_3732-MONOMER	RSP_3732	Q3IVU4	monosaccharide ABC transporter substrate-binding protein, CUT2 family	
RSP_2232-MONOMER	RSP_2232	Q3J496	putative uracil-DNA glycosylase	
RSP_0404-MONOMER	RSP_0404	Q3J0V6	fructose - 1,6 - bisphosphatase, GlpX	
CPLX1ZK9-13			phenylalanyl-tRNA synthetase	
RSP_4003-MONOMER	RSP_4003	Q3IVH3	Aldehyde dehydrogenase	
CPLX1ZK9-97			predicted ABC transporter of a monosaccharide	
RSP_4235-MONOMER	RSP_4235	Q3IUV5	TraF	
RSP_3859-MONOMER	RSP_3859	Q3HKM7	sulfate/molybdate ABC transporter inner membrane protein	
RSP_2438-MONOMER	RSP_2438	Q3J3N5	Putative CheX protein	
RSP_2262-MONOMER	RSP_2262	Q3J468	hypothetical protein	
RSP_3371-MONOMER	RSP_3371	Q3IWV9	TRAP-T family transporter, small (4 TMs) inner membrane subunit	
RSP_2082-MONOMER	RSP_2082	Q3J4P7	putative NADH-ubiquinone oxidoreductase-related protein	
RSP_3828-MONOMER	RSP_3828	Q3IXX2	putative thiamine-phosphate pyrophosphorylase	
RSP_2741-MONOMER	RSP_2741	Q3J2T8	Class I diheme cytochrome c4	
RSP_1388-MONOMER	RSP_1388	Q3IY17	DNA-binding protein HU, form N	
RSP_3688-MONOMER	RSP_3688	Q3IVY6	monosaccharide ABC transporter ATP-binding protein, CUT2 family	
RSP_6147-MONOMER	RSP_6147	Q3IYU6	rRNA methyltransferase RsmB	
RSP_2755-MONOMER	RSP_2755	Q3J2S4	hypothetical protein	
CPLX1ZK9-30			Potassium-transporting P-type ATPase	
RSP_7530-MONOMER	RSP_7530	U5NMB7	hypothetical protein	
RSP_0287-MONOMER	RSP_0287	Q9RFD5	cobaltochelatase CobN subunit	
RSP_2612-MONOMER	RSP_2612	Q3J365	3-oxoacyl-ACP synthase III	
RSP_1880-MONOMER	RSP_1880	Q3J5A5	peptidoglycan-binding domain-containing protein	
RSP_3949-MONOMER	RSP_3949	Q3IVB9	Asparaginase/glutaminase	
RSP_4084-MONOMER	RSP_4084	Q3IV72	acetyltransferase	
RSP_3059-MONOMER	RSP_3059	Q3IXQ8	ABC proline/glycine betaine transporter, periplasmic substrate-binding protein	
CPLX1ZK9-2			3-oxoadipate CoA-transferase	
RSP_6153-MONOMER	RSP_6153	Q3IYB2	putative nucleotide kinase	
RSP_7510-MONOMER	RSP_7510	U5NR63	hypothetical protein	
RSP_4124-MONOMER	RSP_4124	Q3IV36	hypothetical protein	
RSP_2179-MONOMER	RSP_2179	Q3J4F3	ABC glycine betaine/L-proline transporter, ATPase subunit, ProV	
RSP_1832-MONOMER	RSP_1832	Q3J5F3	peptidase, M16 family	
RSP_0749-MONOMER	RSP_0749	Q3IZV8	Protein of unknown function (DUF2007)	
RSP_2241-MONOMER	RSP_2241	P50935	phosphoribosyl-ATP pyrophosphatase	
RSP_2324-MONOMER	RSP_2324	Q3J406	transcriptional regulator, RpiR family	
RSP_1073-MONOMER	RSP_1073	Q3IYX7	Phosphatidylglycerol phosphate synthase	
RSP_0858-MONOMER	RSP_0858	Q3IZJ4	Putative transporter, RhaT family, DMT superfamily	
RSP_1896-MONOMER	RSP_1896	Q3J590	guanine deaminase	
RSP_3294-MONOMER	RSP_3294	Q3IX33	amino acid/amide ABC transporter membrane protein 1, HAAT family	
RSP_3799-MONOMER	RSP_3799	Q3IVN3	hypothetical protein	
RSP_0034-MONOMER	RSP_0034	Q3J1Y1	flagellar biosynthesis protein, FlhA	
RSP_2134-MONOMER	RSP_2134	Q3J4J7	putative cytochrome c-type biogenesis protein CcdA	
RSP_2551-MONOMER	RSP_2551	Q3J3C5	Glycosyl transferase, family 2	
RSP_3215-MONOMER	RSP_3215	Q3IXA3	hypothetical protein	
RSP_0599-MONOMER	RSP_0599	Q3J0B1	phosphopantothenoylcysteine synthase/decarboxylase	
RSP_2821-MONOMER	RSP_2821	Q3J2J3	precorrin-4 C11-methyltransferase	
RSP_2731-MONOMER	RSP_2731	Q3J2U8	arsenical resistance protein, ArsH	
RSP_6118-MONOMER	RSP_6118	Q3J0G0	hypothetical protein	
RSP_2787-MONOMER	RSP_2787	Q3J2P0	oligoketide cyclase/lipid transport protein	
RSP_2059-MONOMER	RSP_2059	Q3J4S5	putative phage tail tape measure protein	
RSP_3494-MONOMER	RSP_3494	Q3IWI8	OmpA/MotB domain protein	
RSP_3944-MONOMER	RSP_3944	Q3IVB4	AP endonuclease, family 2	
RSP_1133-MONOMER	RSP_1133	Q3IYR7	Protein of unknown function (DUF2794)	
RSP_2985-MONOMER	RSP_2985	Q3J238	hypothetical protein	
RSP_1239-MONOMER	RSP_1239	Q3IYG4	hypothetical protein	
RSP_2355-MONOMER	RSP_2355	Q3J3W9	HNH nuclease / Probable phage PHI-105 holin-like protein	
RSP_1515-MONOMER	RSP_1515	Q3J6C6	LPS:glycosyltransferase	
RSP_4221-MONOMER	RSP_4221	Q3IUW8	TraE protein	
RSP_1200-MONOMER	RSP_1200	Q3IYK2	uncharacterized protein with SCP/PR1 domains	
RSP_1927-MONOMER	RSP_1927	Q3J557	putative permease	
RSP_1665-MONOMER	RSP_1665	Q3J5X1	putative RhtB family transporter	
RSP_2695-MONOMER	RSP_2695	Q3J2Y5	putative peptidoglycan binding protein	
RSP_6229-MONOMER	RSP_6229	Q3IZQ9	hypothetical protein	
RSP_0914-MONOMER	RSP_0914	Q3IZD8	Short-chain dehydrogenase/reductase SDR	
RSP_0663-MONOMER	RSP_0663	Q3J047	Formate-tetrahydrofolate ligase	
RSP_2785-MONOMER	RSP_2785	Q3J2P2	Cytochrome c-554	
RSP_3454-MONOMER	RSP_3454	Q3IWM6	putative lactam utilization protein B-like protein	
RSP_1129-MONOMER	RSP_1129	Q3IYS1	hypothetical protein	
RSP_1705-MONOMER	RSP_1705	Q3J5T6	protein translocase subunit secE/sec61 gamma	
RSP_2624-MONOMER	RSP_2624	Q3J353	hypothetical protein	
RSP_1034-MONOMER	RSP_1034	Q3IZ16	transcriptional regulator, GntR family	
RSP_1763-MONOMER	RSP_1763	Q3J5M4	phenylalanyl-tRNA synthetase, alpha subunit	
RSP_1819-MONOMER	RSP_1819	Q3J5G8	ferrous iron transport protein A	
RSP_2327-MONOMER	RSP_2327	Q3J403	hypothetical protein	
RSP_2950-MONOMER	RSP_2950	Q3J274	transcriptional regulator, LysR family	
RSP_3119-MONOMER	RSP_3119	Q3IXK0	putative esterase of the alpha/beta hydrolase fold protein	
RSP_3892-MONOMER	RSP_3892	Q3HKJ7	ABC di/oligopeptide transporter, periplasmic ligand binding protein	
RSP_1787-MONOMER	RSP_1787	Q3J5J9	fructose-1-phosphate kinase	
RSP_1476-MONOMER	RSP_1476	Q3J6G6	Heavy metal-(Cd/Co/Hg/Pb/Zn)-translocating P-type ATPase	
RSP_0577-MONOMER	RSP_0577	Q3J0D3	putative solute:sodium symporter small subunit	
RSP_3035-MONOMER	RSP_3035	Q3IXT4	Putative transporter, major facilitator superfamily (MFS)	
RSP_0405-MONOMER	RSP_0405	Q3J0V5	putative single-stranded DNA-specific exonuclease	
RSP_7578-MONOMER	RSP_7578	U5NMX2	H-NS histone family protein	
RSP_0626-MONOMER	RSP_0626	Q3J085	bacterial translation initiation factor 1 (bIF-1)	
RSP_4069-MONOMER	RSP_4069	Q3IV87	caspase-1, p20	
RSP_1971-MONOMER	RSP_1971	Q3J515	Ribonuclease D	
